1544887080, 45003.028
1544887122, 45103.796
1544887162, 45415.685
1544887203, 45780.575
1544887244, 45357.290
1544887285, 45477.417
1544887326, 45032.644
1544887367, 45614.418
1544887408, 45498.746
1544887449, 45674.173
1544887490, 45916.522
1544887532, 43007.534
1544887575, 34615.218
1544887624, 37945.861
1544887671, 33258.307
1544887748, 40346.331
1544887798, 42722.470
1544887845, 42871.314
1544887996, 45779.796
1544888038, 45946.101
1544888079, 45828.258
1544888120, 46119.610
1544888161, 45623.632
1544888202, 45954.697
1544888242, 46035.608
1544888282, 45507.698
1544888323, 44348.978
1544888366, 46185.546
1544888407, 46287.514
1544888447, 45332.706
1544888488, 45961.508
1544888529, 45974.562
1544888570, 45761.933
1544888611, 45962.090
1544888657, 46123.264
1544888702, 45876.731
1544888747, 45881.059
1544888793, 45953.415
1544888838, 45855.666
1544888884, 45805.239
1544888930, 46005.494
1544888976, 45702.483
1544889022, 45827.238
1544889067, 45877.270
1544889112, 45704.855
1544889357, 45709.830
1544889400, 45776.969
1544889441, 45957.134
1544889482, 45657.732
1544889522, 46001.267
1544889563, 45981.488
1544889604, 45739.514
1544889645, 45536.870
